Iteration,ID,Fitness,Error
0,0,22630.397613617006,2.3999996414689013
0,1,23700.838255673163,2.5608230552393576
0,2,24414.597854352207,2.6680585718678196
0,3,24712.545221076944,2.712822298839685
0,4,25005.43778998985,2.756826591044148
0,5,25184.683436409767,2.7837565259029096
0,6,25249.75044168052,2.793532217800559
0,7,25456.652753693048,2.8246173007351336
0,8,25467.62233240418,2.8262653744597626
0,9,25632.74422921361,2.8510733517448332
0,10,25645.030290235976,2.852919214278242
0,11,25759.064716402438,2.8700517903248857
0,12,25762.51707710487,2.8705704743246496
0,13,25921.43232474121,2.8944459622507828
0,14,25965.033370778357,2.900996600177037
0,15,26045.86022800922,2.9131400582946543
0,16,26127.942410531046,2.925472116966804
0,17,26268.16098379821,2.946538609344683
0,18,26314.29194440094,2.9534693426083143
0,19,26320.76312491958,2.9544415752583504
0,20,26453.752540012145,2.9744219561316325
0,21,26532.097923987796,2.986192596752974
0,22,26619.635366263417,2.9993442557487104
0,23,26859.980570023603,3.0354538116021037
0,24,27051.19958919916,3.0641826305888165
0,25,27148.953770970416,3.0788692564558917
0,26,27369.07421926247,3.111940237269001
0,27,27417.27272235537,3.119181598911564
0,28,27490.50903123998,3.130184650126199
0,29,27584.37171787673,3.1442866162675376
0,30,27657.061643186134,3.155207578603686
0,31,27660.09622738332,3.1556634957006193
0,32,27794.13485206411,3.1758015102259782
0,33,27818.464530112586,3.1794568104135497
0,34,27960.430906812606,3.200785893451413
0,35,27962.773771511303,3.2011378863448474
0,36,27969.631385172484,3.202168176858847
0,37,27983.370417758204,3.2042323343987684
0,38,27985.157069803863,3.204500761689282
0,39,28005.186638650477,3.207510011816478
0,40,28030.15985652217,3.2112619976746046
0,41,28030.473784908707,3.21130916239614
0,42,28091.893100578447,3.2205368240051753
0,43,28095.537064635482,3.221084294566629
0,44,28137.580916335435,3.227400979016742
0,45,28138.462241088266,3.2275333895865783
0,46,28348.477551234027,3.259086170557997
0,47,28374.644625896904,3.263017521919607
0,48,28394.37860506367,3.265982362539614
0,49,28518.47077781728,3.2846260183018754
0,50,28624.32677257771,3.3005298636685265
0,51,28634.04146885803,3.3019894033741033
0,52,28662.986355856847,3.3063380943294542
0,53,28715.911058802863,3.3142895220557187
0,54,29089.4137292087,3.370404706912365
0,55,29248.23715027918,3.3942663987799246
0,56,29296.839489364775,3.401568432897352
0,57,29420.435829473663,3.420137594572365
0,58,29446.371317830693,3.4240341523183133
0,59,29670.335437988397,3.457682607870853
0,60,29726.555973781138,3.4661292027916373
0,61,29911.990589757042,3.493988970816863
0,62,30019.548632077807,3.510148532463613
0,63,30158.63747345112,3.5310452934872476
0,64,30300.10377932514,3.552299245691878
0,65,31364.07862902941,3.7121512363325433
0,66,32090.697156462727,3.8213186833627897
1,0,22194.048781022877,2.334442425033485
1,1,22630.397613617006,2.3999996414689013
1,2,23030.68707955515,2.460139284788935
1,3,23272.876263640905,2.496525880955665
1,4,23529.274801333577,2.535047295873434
1,5,23700.838255673163,2.5608230552393576
1,6,23950.445245018243,2.5983241053212507
1,7,24051.58220286824,2.6135189607674643
1,8,24206.90587575548,2.6368548491219173
1,9,24414.597854352207,2.6680585718678196
1,10,24518.364380140094,2.683648494612394
1,11,24697.003879172342,2.7104873616544984
1,12,24712.545221076944,2.712822298839685
1,13,24756.27863064,2.719392823112981
1,14,24814.963970694174,2.7282097311740046
1,15,24883.623356990356,2.7385251437785993
1,16,24904.14561043119,2.7416084150287245
1,17,24980.43872628872,2.753070722098666
1,18,25005.43778998985,2.756826591044148
1,19,25141.98421255916,2.777341378088816
1,20,25184.683436409767,2.7837565259029096
1,21,25249.75044168052,2.793532217800559
1,22,25453.060423504754,2.8240775876659785
1,23,25456.652753693048,2.8246173007351336
1,24,25467.62233240418,2.8262653744597626
1,25,25534.915994753603,2.8363756001733176
1,26,25632.74422921361,2.8510733517448332
1,27,25645.030290235976,2.852919214278242
1,28,25652.249945238917,2.8540038980226736
1,29,25722.153106856702,2.8645061759099613
1,30,25759.064716402438,2.8700517903248857
1,31,25762.51707710487,2.8705704743246496
1,32,25921.43232474121,2.8944459622507828
1,33,25960.160482524007,2.9002644955715153
1,34,25965.033370778357,2.900996600177037
1,35,25980.56707006647,2.9033303891325826
1,36,26034.52603104286,2.9114372041831222
1,37,26045.86022800922,2.9131400582946543
1,38,26079.677085023184,2.918220715898916
1,39,26119.405067134565,2.924189463211323
1,40,26127.942410531046,2.925472116966804
1,41,26153.320853031808,2.929284983929058
1,42,26268.16098379821,2.946538609344683
1,43,26314.29194440094,2.9534693426083143
1,44,26314.404079445612,2.9534861898205547
1,45,26320.76312491958,2.9544415752583504
1,46,26342.15907997909,2.9576561117757048
1,47,26453.752540012145,2.9744219561316325
1,48,26475.17667652208,2.9776407266409373
1,49,26497.7632883773,2.981034147893224
1,50,26507.565722844996,2.982506869417818
1,51,26532.097923987796,2.986192596752974
1,52,26613.063036216085,2.99835682635458
1,53,26615.729609039696,2.9987574532812045
1,54,26619.635366263417,2.9993442557487104
1,55,26690.725407316833,3.0100248508588994
1,56,26712.91586556459,3.013358753840834
1,57,26859.980570023603,3.0354538116021037
1,58,26967.52146535446,3.051610797078495
1,59,27001.968647641028,3.056786154994145
1,60,27051.19958919916,3.0641826305888165
1,61,27148.953770970416,3.0788692564558917
1,62,27453.96048108908,3.1246935818943933
1,63,27463.14068584152,3.1260728193872476
1,64,27486.616978637834,3.1295999066463094
1,65,27539.829708435598,3.13759460763756
1,66,27589.382411505896,3.1450394248055735
1,67,27687.341861931174,3.1597568903141786
1,68,27811.606352782495,3.178426435213716
1,69,28165.97087179661,3.2316662968444425
1,70,28353.64197113265,3.259862074989881
1,71,28496.349884270126,3.2813025667473146
1,72,28592.361636391463,3.295727409313621
1,73,29485.56775497255,3.429923040110059
1,74,29673.903877150926,3.458218731543108
1,75,29965.66842956149,3.5020535501144066
2,0,21510.06257942478,2.231680075033771
2,1,21958.06751530979,2.2989885089107256
2,2,21972.16851988294,2.301107049261259
2,3,22194.048781022877,2.334442425033485
2,4,22444.371070236703,2.372050942042774
2,5,22630.397613617006,2.3999996414689013
2,6,22639.602824898622,2.401382635952317
2,7,22866.324823857372,2.4354454362766487
2,8,23030.68707955515,2.460139284788935
2,9,23272.876263640905,2.496525880955665
2,10,23431.60830425876,2.5203738437888763
2,11,23495.91709296723,2.530035620938586
2,12,23529.274801333577,2.535047295873434
2,13,23578.65572500908,2.5424663048391047
2,14,23629.718170695785,2.5501379463184772
2,15,23662.1123189687,2.5550048556142877
2,16,23700.838255673163,2.5608230552393576
2,17,23730.78147723573,2.565321736363541
2,18,23906.841200794635,2.5917730169463096
2,19,23907.055790403534,2.5918052569716847
2,20,23950.445245018243,2.5983241053212507
2,21,24051.58220286824,2.6135189607674643
2,22,24115.999600811087,2.6231970554103197
2,23,24153.77799202796,2.628872895436893
2,24,24206.90587575548,2.6368548491219173
2,25,24224.971910870285,2.6395690971860404
2,26,24414.597854352207,2.6680585718678196
2,27,24518.364380140094,2.683648494612394
2,28,24697.003879172342,2.7104873616544984
2,29,24712.545221076944,2.712822298839685
2,30,24734.145676468197,2.7160675595655346
2,31,24756.27863064,2.719392823112981
2,32,24806.65354229522,2.7269611692150266
2,33,24814.963970694174,2.7282097311740046
2,34,24816.96775979627,2.7285107812193914
2,35,24883.623356990356,2.7385251437785993
2,36,24904.14561043119,2.7416084150287245
2,37,24905.60631679053,2.7418278721139617
2,38,24980.43872628872,2.753070722098666
2,39,25005.43778998985,2.756826591044148
2,40,25021.095996575088,2.7591790860239014
2,41,25103.47989533354,2.7715564746594863
2,42,25141.98421255916,2.777341378088816
2,43,25184.683436409767,2.7837565259029096
2,44,25249.75044168052,2.793532217800559
2,45,25376.586576058056,2.8125881274125684
2,46,25453.060423504754,2.8240775876659785
2,47,25456.652753693048,2.8246173007351336
2,48,25467.62233240418,2.8262653744597626
2,49,25534.915994753603,2.8363756001733176
2,50,25558.934636640504,2.839984170168345
2,51,25678.500485882996,2.857947789345402
2,52,25864.129125930456,2.8858367076217633
2,53,25864.535291643653,2.8858977301147317
2,54,25884.399531748877,2.888882141188233
2,55,25960.82981321144,2.90036505607143
2,56,26405.541347304275,2.9671786879964355
2,57,26455.95149242313,2.9747523275876095
2,58,26553.930047020294,2.989472663314347
2,59,26563.17085561164,2.9908610059512677
2,60,26648.492476922762,3.003679759153059
2,61,26678.093721582092,3.008127061535771
2,62,26689.168136475266,3.009790885888712
2,63,27211.197589305568,3.0882207916624953
2,64,27230.813762132744,3.091167933012732
2,65,27316.364034421367,3.1040210388253255
2,66,27536.470003149352,3.13708984422316
2,67,27821.499849419444,3.1799128379536423
2,68,28009.2985315851,3.208127784192473
2,69,28256.579009052144,3.2452792982349976
2,70,28678.070789452184,3.308604385434523
2,71,29120.55791845971,3.375083821883971
2,72,29357.893359613525,3.410741189845782
2,73,29662.695813891085,3.456534827808156
3,0,21510.06257942478,2.231680075033771
3,1,21698.177495680673,2.2599425324039473
3,2,21958.06751530979,2.2989885089107256
3,3,21972.16851988294,2.301107049261259
3,4,22194.048781022877,2.334442425033485
3,5,22444.371070236703,2.372050942042774
3,6,22610.434921127642,2.3970004388713404
3,7,22630.397613617006,2.3999996414689013
3,8,22639.602824898622,2.401382635952317
3,9,22746.820751018942,2.4174910984102977
3,10,22772.449080606697,2.4213415085046117
3,11,22866.324823857372,2.4354454362766487
3,12,23012.4682264742,2.4574020772948018
3,13,23030.68707955515,2.460139284788935
3,14,23146.202420069465,2.4774943539767826
3,15,23272.876263640905,2.496525880955665
3,16,23273.598317301028,2.4966343625752745
3,17,23303.075156750776,2.5010629742714507
3,18,23431.60830425876,2.5203738437888763
3,19,23495.91709296723,2.530035620938586
3,20,23529.274801333577,2.535047295873434
