Mejor,Vecinos
4.168265547098263,4.168265547098263
3.93055410087433,3.93055410087433
3.7357506878174473,3.7357506878174473
3.544995893915751,3.544995893915751
3.3515864257256633,3.3515864257256633
3.1865858803551337,3.1865858803551337
3.018055488990921,3.018055488990921
2.8616551219865736,2.8616551219865736
2.7128250320193597,2.7128250320193597
2.5706225239521157,2.5706225239521157
2.434808073969301,2.434808073969301
2.299845043021696,2.299845043021696
2.1906338920265984,2.1906338920265984
2.083761094576326,2.083761094576326
1.9680695124279115,1.9680695124279115
1.8364543478844513,1.8364543478844513
1.7348507354979623,1.7348507354979623
1.6363756659789788,1.6363756659789788
1.552321053468121,1.552321053468121
1.5523210534681204,1.5523210534681204
1.4791253104202886,1.4791253104202886
1.4791253104202897,1.4791253104202897
1.4069395455613753,1.4069395455613753
1.4069395455613751,1.4069395455613751
1.3358226684435195,1.3358226684435195
1.3358226684435193,1.3358226684435193
1.2680311903223334,1.2680311903223334
1.2680311903223342,1.2680311903223342
1.2020153501647652,1.2020153501647652
1.2020153501647648,1.2020153501647648
1.1358142467949726,1.1358142467949726
1.1358142467949717,1.1358142467949717
1.0720991514517273,1.0720991514517273
1.0720991514517262,1.0720991514517262
1.0144833590836684,1.0144833590836684
1.0144833590836695,1.0144833590836695
0.9625216847668572,0.9625216847668572
0.9625216847668561,0.9625216847668561
0.9119451256965384,0.9119451256965384
0.911945125696539,0.911945125696539
0.8616848114574557,0.8616848114574557
0.8616848114574548,0.8616848114574548
0.8175910113377093,0.8175910113377093
0.8175910113377087,0.8175910113377087
0.7737889408340907,0.7737889408340907
0.7737889408340907,0.7737889408340907
0.7307065039193021,0.7307065039193021
0.7307065039193019,0.7307065039193019
0.6847156128704178,0.6847156128704178
0.6429958962614629,0.6429958962614629
0.6017156169310496,0.6017156169310496
0.5497623569688079,0.5497623569688079
0.5126411197641062,0.5126411197641062
0.48148263272395686,0.48148263272395686
0.4532236558508186,0.4532236558508186
0.427360151107612,0.427360151107612
0.3933976224748011,0.3933976224748011
0.37250433178374703,0.37250433178374703
0.3469818585405911,0.3469818585405911
0.3469818585405908,0.3469818585405908
0.32700981195780854,0.32700981195780854
0.3270098119578088,0.3270098119578088
0.30766250503566445,0.30766250503566445
0.28679529157511985,0.28679529157511985
0.28679529157511957,0.28679529157511957
0.26930868057433993,0.26930868057433993
0.2693086805743402,0.2693086805743402
0.25336440617808376,0.25336440617808376
0.2533644061780835,0.2533644061780835
0.238004496091777,0.238004496091777
0.21602722945166403,0.21602722945166403
0.2160272294516643,0.2160272294516643
0.2029190240690702,0.2029190240690702
0.20291902406906995,0.20291902406906995
0.19122249660805177,0.19122249660805177
0.19122249660805188,0.19122249660805188
0.18136017167484342,0.18136017167484342
0.18136017167484328,0.18136017167484328
0.17226501064336763,0.17226501064336763
0.17226501064336788,0.17226501064336788
0.16508071380442704,0.16508071380442704
0.16508071380442663,0.16508071380442663
0.1513650131440204,0.1513650131440204
0.15136501314402068,0.15136501314402068
0.14564145959287714,0.14564145959287714
0.14564145959287686,0.14564145959287686
0.14037019054141814,0.14037019054141814
0.14037019054141842,0.14037019054141842
0.13586274000584883,0.13586274000584883
0.1358627400058487,0.1358627400058487
0.11643733818255948,0.11643733818255948
0.11643733818255961,0.11643733818255961
0.11283469418686866,0.11283469418686866
0.11283469418686826,0.11283469418686826
0.10017052772843307,0.10017052772843307
0.10017052772843335,0.10017052772843335
0.09690447550644664,0.09690447550644664
0.09690447550644704,0.09690447550644704
0.09466195986047465,0.09466195986047465
0.09466195986047439,0.09466195986047439
0.09465146822174059,0.09465146822174059
0.09465146822174099,0.09465146822174099
0.09453817375085648,0.09453817375085648
0.09453817375085594,0.09453817375085594
0.09453817375085594,4.148399526656751
0.09453817375085594,3.954668181872434
0.09453817375085594,3.7618265030224673
0.09453817375085594,3.7618265030224673
