Iteration,Fitness,Error
0,21910.919590818055,2.29190498660127
0,22103.860787230653,2.3208925461584515
0,22779.565718908172,2.4224107149801943
0,22924.677897999365,2.4442124245792316
0,22950.313506174705,2.448063928211344
0,23201.707686198104,2.4858334865081284
0,23235.218046411606,2.4908680959152054
0,23249.68220553155,2.4930411967445236
0,23517.21130928886,2.533234872188831
0,23609.348999976093,2.5470776742752546
0,23647.080037661126,2.552746399888991
0,23672.7019930044,2.5565958523143633
0,23795.77567137488,2.5750864890887737
0,23932.730841875946,2.59566268657992
0,24031.77482304929,2.610543092405242
0,24095.022884225764,2.620045505442573
0,24103.263465032782,2.621283573472473
0,24171.635870676142,2.6315558699934107
0,24198.936416544995,2.635657514504957
0,24246.106113284248,2.6427443078852537
0,24263.15657974079,2.6453059765235563
0,24304.74699433617,2.651554536408679
0,24307.51380625655,2.6519702232957556
0,24539.949786686313,2.6868914943939775
0,24582.374696857067,2.6932654292153044
0,24590.46939917231,2.694481580404494
0,24596.13707012492,2.6953330934682875
0,24602.884735299143,2.6963468652793185
0,24652.062974048553,2.703735422783737
0,24662.87650459554,2.7053600517721668
0,24780.34006751604,2.723007822643636
0,24807.48422254102,2.7270859709346484
0,24864.16480948635,2.7356016841175403
0,24872.57452712694,2.7368651633303696
0,24881.497640494654,2.7382057753147016
0,24885.187319504676,2.7387601141082745
0,24905.577262569936,2.741823506996685
0,25033.064241902888,2.7609771998051214
0,25057.883323368816,2.7647060281503633
0,25065.362588877288,2.7658297158769964
0,25070.443950170757,2.766593141552097
0,25087.77557583111,2.769197051657318
0,25099.314044156774,2.7709305955764383
0,25102.614343299265,2.7714264337889523
0,25133.511358536063,2.776068413241596
0,25139.092176229322,2.7769068774382997
0,25139.999147959556,2.777043141219885
0,25235.531390635468,2.7913959421026844
0,25352.93965193675,2.809035404437613
0,25387.431418124015,2.814217460655651
0,25407.607618292368,2.8172487407290214
0,25414.244452916733,2.818245861315615
0,25416.896052548076,2.8186442386640738
0,25419.04681189679,2.81896736957584
0,25426.19122343684,2.8200407487134673
0,25451.591129102613,2.8238568403098876
0,25478.053635057582,2.8278325773824493
0,25500.130065543497,2.831149348789588
0,25508.052354259733,2.832339596493349
0,25522.406757305427,2.8344962075278586
0,25542.701570926227,2.8375453081319453
0,25630.75632314719,2.850774687972835
0,25649.102117404367,2.853530967158108
0,25662.58260759425,2.85555628118904
0,25688.157349050754,2.859398640181904
0,25766.859856065865,2.8712229351060494
0,25800.74204908699,2.8763134088171562
0,25803.592164769816,2.876741611293542
0,25806.387989951723,2.8771616571441894
0,25854.702653474113,2.884420470774356
0,25864.752557686348,2.88593037224855
0,25869.40243893215,2.886628972195335
0,25887.102697574635,2.8892882658615737
0,25898.510031654874,2.891002108121225
0,25913.84805855451,2.8933064991818678
0,25921.09006662515,2.8943945412597882
0,25925.291485071488,2.8950257639830963
0,25935.039746400962,2.8964903465145677
0,25943.797006454115,2.8978060406331303
0,25966.049801862435,2.901149309174044
0,25966.459237531497,2.901210822946439
0,25981.21763489893,2.9034281302432285
0,26013.500868980816,2.9082783757483197
0,26051.50649299703,2.913988355318063
0,26058.843541793045,2.9150906763511184
0,26093.269351238516,2.920262823202902
0,26104.171142095824,2.9219007124543004
0,26121.75919722096,2.9245431486209372
0,26125.106387092124,2.925046031714562
0,26139.35321649566,2.927186480843699
0,26160.207222548634,2.930319594733869
0,26160.531889193626,2.930368372775485
0,26183.61140474801,2.9338358480691125
0,26203.81969537032,2.9368719494246274
0,26218.947519138972,2.9391447594860236
0,26229.658383742815,2.940753963903668
0,26230.166278027842,2.9408302701363946
0,26238.10576640553,2.942023101923908
0,26261.44415591071,2.9455294705394697
0,26280.676605482444,2.9484189611602227
0,26285.97836202246,2.949215499101932
0,26294.663236689612,2.9505203180122614
0,26313.915516311106,2.9534127879073178
0,26334.59992406147,2.9565204212832734
0,26417.437454936276,2.9689659637824937
0,26471.77536683972,2.9771297125660636
0,26488.20719492602,2.9795984367376835
0,26501.603110759796,2.981611044284825
0,26536.007073221488,2.986779908837363
0,26538.346708189816,2.987131416494864
0,26560.252360870905,2.9904225301789222
0,26579.97888654425,2.9933862509832108
0,26604.68520923701,2.9970981384070026
0,26618.52241451119,2.9991770454493976
0,26626.822073145435,3.000423989354783
0,26639.65730939265,3.002352360185194
0,26646.810938181145,3.003427124125773
0,26661.134371170647,3.005579082207128
0,26663.55006647368,3.00594201719857
0,26730.028760171597,3.0159298017084732
0,26732.496949529555,3.0163006234269165
0,26749.079621280827,3.018792010408778
0,26809.659658297318,3.0278935784701497
0,26810.087517290907,3.027957860169908
0,26815.437891596594,3.0287617024634303
0,26825.42420187572,3.030262049560655
0,26831.82700623292,3.031224009349898
0,26847.476626759733,3.0335752143569312
0,26864.021125574418,3.036060866222118
0,26893.240545883255,3.0404508031675563
0,26893.3508621982,3.040467377133143
0,26902.218070898314,3.041799589978713
0,26905.68998894101,3.0423212122808008
0,26906.533461823452,3.0424479359710714
0,26918.90607998176,3.044306802881875
0,26928.444839337775,3.0457399097562763
0,26970.70026388326,3.0520883809920765
0,26975.61929966724,3.0528274188201983
0,26982.164840829442,3.0538108234419234
0,27145.75332093344,3.078388419611394
0,27154.995270654323,3.0797769336920555
0,27192.117501695808,3.0853541919615095
0,27204.45075502947,3.0872071446859177
0,27215.31236371836,3.0888389969528784
0,27232.2855961888,3.091389061927404
0,27312.125462161384,3.103384234098766
0,27332.04643169782,3.1063771682238315
0,27382.96319100291,3.1140269217251966
0,27384.037343656957,3.1141883028330763
0,27392.338427100025,3.1154354608022876
0,27395.490219280025,3.1159089872716383
0,27403.066883631105,3.1170473082378463
0,27408.31339444461,3.117835546040356
0,27468.19584168057,3.126832307944797
0,27475.66695283043,3.1279547705574564
0,27489.761483825274,3.1300723383150952
0,27548.696742103348,3.1389267941862
0,27606.14787836536,3.1475582749947955
0,27627.584179837882,3.150778873172759
0,27834.936949054114,3.1819316329708704
0,27868.85289276998,3.187027177399336
0,27887.152878293615,3.1897765742628628
0,27917.109315062735,3.194277240844762
0,27945.164636625486,3.198492283146858
0,27970.55546090052,3.2023070103516407
0,28023.037833159546,3.2101919821453646
0,28038.840329235012,3.2125661552336258
0,28044.368070865476,3.213396645262241
0,28074.283858621086,3.2178912047207158
0,28084.316447740537,3.2193985047687104
0,28140.107639972473,3.2277805949477876
0,28140.48441587713,3.227837201904617
0,28142.93410138856,3.228205243598041
0,28158.835222439542,3.2305942341405562
0,28196.360707684704,3.2362320774766684
0,28206.512889379002,3.237757345159105
0,28224.83930191084,3.2405107124265085
0,28234.249505718104,3.2419245050658207
0,28279.438290862137,3.2487136855261625
0,28286.89415982114,3.2498338581462045
0,28301.86752377058,3.252083462104955
0,28318.37511752363,3.2545635693394876
0,28358.72837058458,3.2606262575998466
0,28390.311619469532,3.2653713370597255
0,28403.216303455574,3.2673101417451282
0,28473.0338273539,3.2777995533885065
0,28473.992268340055,3.2779435499308978
0,28493.82691696331,3.2809235151687663
0,28529.09660942442,3.2862224473293904
0,28535.19632566892,3.287138871044008
0,28539.25492073535,3.287748635927787
0,28566.20321712297,3.291797358341792
0,28598.19879700956,3.296604386569946
0,28603.55885732788,3.297409684093732
0,28627.997583508226,3.3010813677145774
0,28673.60376578362,3.307933258080472
0,28683.468626692702,3.3094153585776294
0,28689.35969586328,3.310300435075613
0,28746.04452721266,3.318816785939402
0,28766.326610467433,3.3218639739284006
0,28801.543243456836,3.327154934413587
0,28837.79349632784,3.3326011863473317
0,28850.747221521935,3.3345473590026944
0,28865.53256559635,3.3367687147831053
0,28874.646137643278,3.338137941352656
0,28879.721142178398,3.338900411985937
0,28910.911992165464,3.343586537284475
0,28936.080683769007,3.347367891191257
0,28959.800725541612,3.3509315993902664
0,29024.147544222014,3.3605990901775864
0,29034.53693347648,3.3621599960150963
0,29049.617636782445,3.3644257266800546
0,29073.94249812706,3.3680803032041857
0,29076.818451778465,3.3685123875869087
0,29100.973084487516,3.37214138889536
0,29152.938748317476,3.379948730215967
0,29187.881095877525,3.385198481952753
0,29206.798796880772,3.3880406846275197
0,29227.015392890065,3.39107803378757
0,29235.142119395197,3.392298996303365
0,29235.289395154636,3.3923211230701074
0,29259.454333779846,3.395951672743366
0,29293.23876294941,3.401027458375813
0,29296.605189547758,3.401533231602728
0,29342.339562278437,3.4084043813519287
0,29346.63839544049,3.4090502396995928
0,29408.25765146115,3.4183079404238508
0,29433.1001673544,3.4220402895664668
0,29508.805501586074,3.433414288098869
0,29515.217261358546,3.434377593353147
0,29569.55391695163,3.4425411533881656
0,29662.665956156816,3.4565303419706757
0,29731.75517514189,3.46691033280377
0,29759.513452697796,3.4710807471000296
0,29801.266326718705,3.4773537149517284
0,29805.872681985762,3.4780457755387264
0,29809.20198339639,3.4785459710631597
0,29864.93742980637,3.486919685968505
0,30111.89992177098,3.524023425746842
0,30362.681608899544,3.5617009628755323
0,30479.836200699487,3.5793023138070144
0,30507.843058518916,3.583510074897674
0,30577.763850265903,3.594015001542353
0,30663.69512738117,3.606925349666642
0,30671.3810980743,3.6080800928597205
0,31238.753465949118,3.6933223356293747
0,31326.297905691492,3.706475045927207
1,21910.919590818055,2.29190498660127
1,21997.981743983415,2.3049852379782774
1,22010.435553138483,2.3068563030556613
1,22103.860787230653,2.3208925461584515
1,22125.469112625713,2.3241389892766997
1,22263.77826680445,2.3449186097963417
1,22448.29577311418,2.372640590912587
1,22512.18080836844,2.382238703180355
1,22640.427755778022,2.401506573884919
1,22652.886691883978,2.4033784092373764
1,22779.565718908172,2.4224107149801943
1,22808.008005478176,2.4266838950538125
1,22809.733808370846,2.4269431803441774
1,22892.702132486582,2.4394083732702194
1,22908.21656655629,2.4417392678119425
1,22924.677897999365,2.4442124245792316
1,22950.313506174705,2.448063928211344
1,23010.124401045454,2.4570499400609154
1,23050.314277777357,2.4630880825987616
1,23097.49149290832,2.4701760055451203
1,23198.30626136376,2.4853224551327764
1,23201.707686198104,2.4858334865081284
1,23208.594196348848,2.486868118441834
1,23235.218046411606,2.4908680959152054
1,23249.68220553155,2.4930411967445236
1,23279.858137144536,2.497574840316186
1,23379.034735159883,2.5124751705468573
1,23396.988424607483,2.51517253975473
1,23422.353843548983,2.5189834500524313
1,23517.21130928886,2.533234872188831
1,23546.771049268675,2.537675938892529
1,23554.531842212153,2.5388419234092776
1,23590.113658462884,2.5441877491681018
1,23609.348999976093,2.5470776742752546
1,23647.080037661126,2.552746399888991
1,23652.148598372074,2.5535079023996508
1,23672.7019930044,2.5565958523143633
1,23787.216685134263,2.573800583704066
1,23790.755827394867,2.5743323057985075
1,23795.77567137488,2.5750864890887737
1,23831.374519706056,2.580434873753915
1,23842.23027078172,2.5820658459708117
1,23869.473060788318,2.5861588132193987
1,23932.730841875946,2.59566268657992
1,23936.771806373254,2.5962698026402125
1,23959.52008820207,2.5996875132515127
1,23972.24737678951,2.601599665984001
1,24031.77482304929,2.610543092405242
1,24066.606485698292,2.615776214798421
1,24095.022884225764,2.620045505442573
1,24103.263465032782,2.621283573472473
1,24105.013888927162,2.621546557831605
1,24123.734058188013,2.62435908326142
1,24171.635870676142,2.6315558699934107
1,24198.936416544995,2.635657514504957
1,24241.714764817152,2.642084550002577
1,24246.106113284248,2.6427443078852537
1,24263.15657974079,2.6453059765235563
1,24304.74699433617,2.651554536408679
1,24307.51380625655,2.6519702232957556
1,24316.58122230681,2.6533325153706144
1,24347.39818228114,2.6579624672898348
1,24379.712613918928,2.6628173999277234
1,24384.20124452178,2.6634917735158927
1,24390.958473341525,2.664506982172705
1,24407.347340161687,2.6669692518271764
1,24422.47383477212,2.6692418621953307
1,24433.18444171585,2.6708510279020206
1,24454.829293927334,2.6741029588232172
1,24478.433480471536,2.6776492608881517
1,24514.145468204348,2.683014643660509
1,24532.96844555884,2.6858426150178545
1,24539.949786686313,2.6868914943939775
1,24582.374696857067,2.6932654292153044
1,24590.46939917231,2.694481580404494
1,24596.13707012492,2.6953330934682875
1,24602.884735299143,2.6963468652793185
1,24652.062974048553,2.703735422783737
1,24654.601672577464,2.704116837827143
1,24662.87650459554,2.7053600517721668
1,24672.52803069407,2.706810100765335
1,24706.565261035776,2.711923867343115
1,24748.697824739218,2.718253879918753
1,24780.34006751604,2.723007822643636
1,24782.11227470423,2.7232740797332076
1,24783.95830887064,2.723551428616382
1,24807.48422254102,2.7270859709346484
1,24810.633380350468,2.7275591016151544
1,24833.710813801077,2.73102626409271
1,24843.637673166977,2.7325176792618655
1,24864.16480948635,2.7356016841175403
1,24872.57452712694,2.7368651633303696
1,24881.497640494654,2.7382057753147016
