Mejor,Vecinos
3.2360357524250776,3.2360357524250776
2.889450297563753,2.889450297563753
2.889450297563752,2.889450297563752
2.5981104661305903,2.5981104661305903
2.598110466130591,2.598110466130591
2.3629330496509073,2.3629330496509073
2.3629330496509073,2.3629330496509073
2.102854854112536,2.102854854112536
2.102854854112536,2.102854854112536
1.812989530643331,1.812989530643331
1.812989530643331,1.812989530643331
1.6511641541856592,1.6511641541856592
1.446682300073621,1.446682300073621
1.44668230007362,1.44668230007362
1.332854380338301,1.332854380338301
1.3328543803383022,1.3328543803383022
1.2181167148998686,1.2181167148998686
1.218116714899869,1.218116714899869
1.107804829144718,1.107804829144718
1.1078048291447176,1.1078048291447176
1.0034884594222797,1.0034884594222797
1.0034884594222797,1.0034884594222797
0.8645233504608031,0.8645233504608031
0.8645233504608031,0.8645233504608031
0.7626939263527119,0.7626939263527119
0.7626939263527117,0.7626939263527117
0.6662722989707708,0.6662722989707708
0.666272298970771,0.666272298970771
0.5765467110579997,0.5765467110579997
0.5765467110579997,0.5765467110579997
0.4885209725668102,0.4885209725668102
0.4885209725668102,0.4885209725668102
0.4052084614243009,0.4052084614243009
0.4052084614243006,0.4052084614243006
0.3536946343395856,0.3536946343395856
0.35369463433958587,0.35369463433958587
0.3190273376233641,0.3190273376233641
0.3190273376233638,0.3190273376233638
0.28338008041682,0.28338008041682
0.2833800804168203,0.2833800804168203
0.24057890761279474,0.24057890761279474
0.24057890761279502,0.24057890761279502
0.19763465928338173,0.19763465928338173
0.1976346592833816,0.1976346592833816
0.16329494318447774,0.16329494318447774
0.16329494318447801,0.16329494318447801
0.15552056944013296,0.15552056944013296
0.15552056944013296,0.15552056944013296
0.14607288003137325,0.14607288003137325
0.14607288003137325,0.14607288003137325
0.1420092722730421,0.1420092722730421
0.1420092722730421,0.1420092722730421
0.1420092722730421,3.127832977931476
0.1420092722730421,2.8231746279724947
0.1420092722730421,2.5276244386352795
0.1420092722730421,2.2662056540322104
0.1420092722730421,1.983243291113368
0.1420092722730421,1.7491026439357857
0.1420092722730421,1.544833154524129
0.1420092722730421,1.382030160111052
0.1420092722730421,1.239340088394833
0.1420092722730421,1.2393400883948322
0.1420092722730421,1.1315227030465715
0.1420092722730421,1.1315227030465718
0.1420092722730421,1.0223686666081013
0.1420092722730421,1.0223686666081009
0.1420092722730421,0.9233173873969082
0.1420092722730421,0.8295537758197734
0.1420092722730421,0.7554776064076442
0.1420092722730421,0.6694734370833587
0.1420092722730421,0.6078790034485967
0.5519786186136411,0.5519786186136411
0.4964528625170276,0.4964528625170276
0.4445544785147265,0.4445544785147265
0.4032998565210216,0.4032998565210216
0.3761276444547444,0.3761276444547444
0.34117483681326605,0.34117483681326605
0.3183685202680273,0.3183685202680273
0.30009256124775247,0.30009256124775247
0.282428246850179,0.282428246850179
0.26696221454549207,0.26696221454549207
0.26696221454549207,0.26696221454549207
0.2638750999764741,0.2638750999764741
0.2638750999764741,0.2638750999764741
0.26234207135905846,0.26234207135905846
0.26234207135905846,0.26234207135905846
0.26234207135905846,3.2216491176954127
0.26234207135905846,2.9118960769923072
0.26234207135905846,2.9118960769923072
0.26234207135905846,2.6540632569485476
0.26234207135905846,2.654063256948549
0.26234207135905846,2.4289022421664814
0.26234207135905846,2.4289022421664814
0.26234207135905846,2.206079027978172
0.26234207135905846,2.2060790279781726
0.26234207135905846,1.9857361075597804
0.26234207135905846,1.9857361075597797
0.26234207135905846,1.7739046230486744
0.26234207135905846,1.7739046230486748
0.26234207135905846,1.585811724691364
0.26234207135905846,1.421039875926216
0.26234207135905846,1.2857049939650098
0.26234207135905846,1.1586370958594212
0.26234207135905846,1.0320776406566563
0.26234207135905846,0.9308638770561246
0.26234207135905846,0.8310137534105407
0.26234207135905846,0.7387601802383517
0.26234207135905846,0.6542282778387266
0.26234207135905846,0.570324879563884
0.48731547176215284,0.48731547176215284
0.26234207135905846,0.410278925928275
0.26234207135905846,0.3348575759038662
0.26234207135905846,0.2707053674936125
0.20731555950244343,0.20731555950244343
0.18081300268280195,0.18081300268280195
0.13049872820181135,0.13049872820181135
0.08556378404411984,0.08556378404411984
0.08556378404412011,0.08556378404412011
0.07875769622128964,0.07875769622128964
